customer_id,signup_date,last_order_date,age,region,state,channel,annual_income,orders,total_spent,email,newsletter_opt_in,email_valid,region_imputed,age_imputed,annual_income_imputed,total_spent_missing,tenure_days,days_since_last_order,avg_order_value
10035,2020-02-05,2021-11-26,44,Midwest,MI,Online,45022,4,484.78,customer10035@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2399,1739,121.19
10039,2023-04-14,2025-07-11,37,Southeast,GA,Online,58431,5,761.74,customer10039@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1235,416,152.35
10040,2022-11-25,2024-05-02,67,Northeast,NJ,In-Store,89862,5,922.3,customer10040@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1375,851,184.46
10043,2020-01-25,2022-05-13,50,Southeast,FL,Online,52888,3,345.74,customer10043@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2410,1571,115.25
10045,2025-02-06,2025-11-30,55,Midwest,IL,Online,81575,13,3193.98,customer10045@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,571,274,245.69
10049,2025-12-04,2026-01-07,68,Northeast,PA,Online,80277,6,1355.6399999999999,customer10049@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,270,236,225.94
10050,2019-11-23,NA,43,Northeast,CT,Online,50608,4,535.4399999999999,customer10050@harborline.com,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,2473,NA,133.86
10054,2021-07-05,2023-11-28,71,Northeast,CT,Online,36736,3,373.96999999999997,customer10054@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1883,1007,124.66
10059,2023-01-27,2023-02-05,64,Midwest,MI,Online,54687,2,366.71,customer10059@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1312,1303,183.35
10060,2025-03-23,2026-08-31,21,Midwest,IL,In-Store,19000,3,282.32,customer10060@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,526,0,94.11
10063,2025-09-07,2025-09-15,33,Northeast,PA,Online,73993,9,1666.4,customer10063@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,358,350,185.16
10066,2022-12-02,2025-04-01,52,Northeast,MA,In-Store,65037,3,392.1,customer10066@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1368,517,130.7
10069,2019-04-05,2020-02-15,65,Midwest,OH,Phone,92641,14,1560.74,customer10069@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2705,2389,111.48
10071,2024-05-26,2024-10-25,43,Southeast,SC,Online,66852,5,939.9399999999999,customer10071@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,827,675,187.99
10075,2023-10-03,2024-01-08,52,Southeast,FL,In-Store,59994,2,226.19,customer10075@harborline.com,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1063,966,113.1
10076,2025-02-19,2026-08-31,43,Midwest,IL,In-Store,45407,8,1592.6499999999999,customer10076@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,558,0,199.08
10078,2024-06-30,2025-12-18,25,Midwest,IL,Online,71776,8,1564.06,customer10078@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,792,256,195.51
10082,2021-08-30,2023-10-14,36,Southeast,GA,Online,34091,6,849.8399999999999,customer10082@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1827,1052,141.64
10088,2022-05-04,2022-06-09,55,Southeast,NC,Online,36076,2,NA,customer10088@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1580,1544,NA
10090,2020-12-23,NA,55,Midwest,IL,Online,103697,7,4410,customer10090@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2077,NA,630
10091,2019-03-11,2019-06-23,55,Southeast,VA,Online,90004,14,3385.79,customer10091@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2730,2626,241.84
10092,2023-03-29,2024-09-09,56,Southeast,FL,In-Store,40322,3,612.47,customer10092@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1251,721,204.16
10093,2021-03-25,2022-07-09,43,Northeast,PA,Online,53105,5,750.2900000000001,customer10093@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1985,1514,150.06
10095,2022-12-17,2025-03-30,25,Northeast,NJ,Online,40411,4,565.3499999999999,customer10095@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1353,519,141.34
10099,2021-11-27,2023-04-22,57,Southeast,SC,In-Store,111158,11,3463.56,customer10099@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1738,1227,314.87
10103,2024-10-05,2025-04-22,36,Midwest,MI,Online,31962,1,127.01,customer10103@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,695,496,127.01
10105,2022-02-16,2023-02-16,43,Southeast,VA,Online,61366,9,1287.78,customer10105@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1657,1292,143.09
10106,2023-10-07,2025-05-15,49,Southeast,GA,Online,111954,10,0,customer10106@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1059,473,0
10107,2025-03-09,2025-05-18,60,Northeast,NY,Online,68403,6,1553.96,customer10107@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,540,470,258.99
10109,2023-01-26,2024-07-22,52,Midwest,WI,Online,57521,NA,314.39,customer10109@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1313,770,NA
10110,2021-06-12,2023-06-18,42,Midwest,WI,In-Store,45796,4,722.69,customer10110@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1906,1170,180.67
10111,2019-12-23,2022-05-25,44,Midwest,MI,In-Store,99392,10,2203.3700000000003,customer10111@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2443,1559,220.34
10112,2024-09-13,2025-10-29,52,Northeast,NJ,In-Store,86142,6,1247.91,customer10112@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,717,306,207.99
10116,2021-04-27,2022-10-15,40,Southeast,FL,In-Store,71684,7,2105.56,customer10116@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1952,1416,300.79
10117,2019-08-07,2021-03-01,31,Midwest,WI,Online,47198,5,824.69,customer10117@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2581,2009,164.94
10119,2020-11-25,2021-06-05,28,Northeast,PA,Online,31382,5,576.89,customer10119@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2105,1913,115.38
10120,2022-02-16,2023-05-12,45,Southeast,GA,In-Store,96074,8,3443.29,customer10120@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1657,1207,430.41
10126,2022-09-04,2024-08-30,43,Midwest,WI,In-Store,36994,1,91.19,customer10126@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1457,731,91.19
10127,2021-09-01,2023-04-30,31,Northeast,NJ,Online,52028,5,727.6,customer10127@harborline.com,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1825,1219,145.52
10128,2021-08-12,2023-05-26,20,Midwest,MN,Online,30582,4,512.61,customer10128@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1845,1193,128.15
10129,2022-05-17,2023-07-06,34,Midwest,MI,In-Store,32823,3,263.01,customer10129@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1567,1152,87.67
10130,2020-05-27,2021-05-23,43,Northeast,CT,In-Store,63582,3,472.46999999999997,customer10130@harborline.com,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,2287,1926,157.49
10131,2023-09-28,2026-02-25,27,West,WA,In-Store,45295,2,218.93,customer10131@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1068,187,109.47
10132,2022-02-25,2024-02-03,30,Northeast,PA,Online,65942,4,709.4399999999999,customer10132@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1648,940,177.36
10133,2020-11-27,2021-04-03,27,Southeast,NC,Online,29222,4,355.02,customer10133@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2103,1976,88.75
10136,2022-02-04,2024-05-27,22,Southeast,FL,Phone,27680,4,383.68,customer10136@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1669,826,95.92
10138,2020-03-30,2022-08-29,43,West,OR,In-Store,55741,3,359.48999999999995,customer10138@harborline.com,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,2345,1463,119.83
10140,2021-08-19,2022-10-26,58,Southeast,GA,Online,97931,6,1527.43,customer10140@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1838,1405,254.57
10141,2021-09-26,2021-10-28,49,Northeast,MA,Online,71714,8,1409.1499999999999,customer10141@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1800,1768,176.14
10145,2019-06-17,2020-05-22,30,Midwest,MN,Online,37380,4,322.05,customer10145@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2632,2292,80.51
10146,2022-07-05,2023-12-17,68,West,AZ,Online,69892,12,1609.03,customer10146@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1518,988,134.09
10147,2024-09-13,NA,18,Northeast,NJ,Online,33854,3,516.2,customer10147@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,717,NA,172.07
10148,2024-02-06,2025-03-01,45,Southeast,SC,Online,63741,7,1316.57,customer10148@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,937,548,188.08
10150,2020-03-18,2022-03-08,41,Northeast,NJ,In-Store,46536,3,519.5,customer10150@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2357,1637,173.17
10151,2022-04-27,2023-04-17,29,West,CO,Online,26984,2,199,customer10151@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1587,1232,99.5
10152,2020-08-11,2021-09-26,18,Midwest,MI,Online,34241,1,189.94,customer10152@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2211,1800,189.94
10153,2021-03-18,2021-10-16,52,Midwest,MN,Phone,66749,8,1749.02,customer10153@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1992,1780,218.63
10158,2024-09-08,2024-11-22,45,Northeast,PA,In-Store,40261,5,716.76,customer10158@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,722,647,143.35
10160,2019-07-03,2021-07-12,43,West,OR,In-Store,81690,7,0,customer10160@harborline.com,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,2616,1876,0
10161,2024-03-14,2026-03-21,53,Midwest,MN,Online,37079,3,411.08,customer10161@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,900,163,137.03
10162,2025-05-01,2026-07-02,53,Northeast,MA,Online,39784,3,295.25,customer10162@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,487,60,98.42
10163,2024-07-09,2025-01-07,22,Midwest,MN,Online,30576,3,254.85000000000002,customer10163@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,783,601,84.95
10164,2023-07-17,2025-10-09,46,Northeast,PA,Online,61891,8,1165.28,customer10164@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1141,326,145.66
10165,2021-01-19,2022-05-30,68,Southeast,SC,Online,99564,10,2609.9500000000003,customer10165@harborline.com,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2050,1554,261
10166,2022-01-13,2022-07-29,43,Northeast,NY,In-Store,55061,4,NA,customer10166@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1691,1494,NA
10169,2025-03-19,2025-05-01,31,Midwest,OH,Online,39597,5,575.8299999999999,customer10169@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,530,487,115.17
10174,2021-11-24,2023-01-16,44,Midwest,OH,In-Store,45796,1,275.33,customer10174@harborline.com,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1741,1323,275.33
10176,2021-09-04,2023-03-18,38,Midwest,WI,Phone,51462,3,425.82,customer10176@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1822,1262,141.94
10177,2021-06-07,2021-12-22,43,Northeast,NJ,In-Store,63498,10,1602.81,customer10177@harborline.com,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1911,1713,160.28
10178,2021-03-16,2021-07-20,33,Northeast,CT,In-Store,52028,3,492.65000000000003,customer10178@harborline.com,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1994,1868,164.22
10181,2021-05-04,2021-09-27,18,Midwest,OH,Phone,55618,8,1080.8899999999999,customer10181@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1945,1799,135.11
10182,2024-08-27,2026-02-08,48,Midwest,WI,Online,60039,6,946.4399999999999,customer10182@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,734,204,157.74
10186,2024-09-22,2026-08-31,27,Northeast,NY,Online,41486,4,465.74,customer10186@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,708,0,116.44
10188,2022-09-05,2023-12-14,22,Midwest,IL,Online,25599,1,99.96000000000001,customer10188@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1456,991,99.96
10194,2019-06-02,2021-06-25,39,Southeast,SC,Phone,21616,1,95.9,customer10194@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2647,1893,95.9
10195,2022-05-01,2023-03-10,51,Southeast,VA,Online,114508,6,1413.92,customer10195@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1583,1270,235.65
10196,2023-11-06,2024-05-02,45,Northeast,PA,Phone,52028,6,902.15,customer10196@harborline.com,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1029,851,150.36
10198,2023-09-08,2024-09-28,23,Southeast,GA,Online,23727,4,350.76,customer10198@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1088,702,87.69
10200,2022-03-18,2022-08-05,33,West,OR,In-Store,49534,5,778.4399999999999,customer10200@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1627,1487,155.69
10203,2021-08-19,2022-06-18,66,Southeast,NC,In-Store,132262,9,1813.21,customer10203@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1838,1535,201.47
10204,2022-11-30,2025-03-13,71,Northeast,NJ,In-Store,145554,15,4081.17,customer10204 @harborline.com,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1370,536,272.08
10207,2020-10-06,2022-06-23,35,Northeast,PA,Online,30083,3,345.26,customer10207@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2155,1530,115.09
10208,2019-02-02,2021-06-29,35,Midwest,IL,Online,44112,5,603.72,customer10208@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2767,1889,120.74
10210,2020-08-28,2022-02-24,18,Northeast,MA,In-Store,31522,3,338.64000000000004,customer10210@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2194,1649,112.88
10211,2025-03-20,2025-03-25,39,Midwest,OH,Online,104474,7,2730.58,customer10211@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,529,524,390.08
10212,2022-11-12,2024-11-09,18,Northeast,CT,Online,28222,2,174.60999999999999,customer10212@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1388,660,87.3
10214,2023-03-09,2023-11-17,40,Northeast,PA,In-Store,52028,3,544.8399999999999,customer10214@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1271,1018,181.61
10216,2019-02-01,2020-01-16,35,West,CO,In-Store,30034,2,202.07,customer10216@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2768,2419,101.03
10217,2026-01-09,2026-08-31,54,Southeast,VA,Online,53926,3,376.26,customer10217@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,234,0,125.42
10218,2025-06-16,2026-08-31,26,Midwest,MI,In-Store,23967,2,243.23999999999998,customer10218@harborline.com,NA,TRUE,FALSE,FALSE,FALSE,FALSE,441,0,121.62
10222,2026-02-11,2026-08-31,59,Northeast,MA,In-Store,112934,11,2593.8100000000004,customer10222@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,201,0,235.8
10223,2021-12-20,2022-11-28,35,Northeast,MA,Online,55114,4,743.61,customer10223@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1715,1372,185.9
10228,2021-05-09,2023-03-25,41,Midwest,IL,Online,25425,3,421.7,customer10228@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1940,1255,140.57
10230,2022-05-15,2022-08-13,46,Northeast,NY,In-Store,52028,11,1958.53,customer10230@harborline,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1569,1479,178.05
10231,2025-08-03,2026-08-09,58,West,CA,Online,61120,8,1750.49,customer10231@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,393,22,218.81
10234,2019-10-29,2020-12-30,45,West,AZ,In-Store,95620,6,2084.18,customer10234@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2498,2070,347.36
10235,2021-06-03,2023-09-11,39,Southeast,GA,In-Store,37555,2,283.59,customer10235@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1915,1085,141.79
10236,2025-12-18,2026-08-31,76,Northeast,NJ,Online,46724,7,674.22,customer10236@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,256,0,96.32
10237,2019-03-25,2020-04-19,33,Southeast,GA,In-Store,66735,13,3758.58,customer10237@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2716,2325,289.12
10238,2019-03-25,NA,24,West,AZ,Phone,44307,6,621.9399999999999,customer10238@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2716,NA,103.66
10240,2023-03-24,2023-08-30,42,Southeast,GA,Phone,44177,8,961.69,customer10240@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1256,1097,120.21
10241,2021-05-08,2022-07-26,58,Southeast,VA,Online,63011,3,-315.4,customer10241@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1941,1497,-105.13
10242,2024-10-06,2025-08-08,18,Northeast,PA,In-Store,52028,2,233.45000000000002,customer10242@harborline.com,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,694,388,116.73
10248,2024-11-28,2025-05-24,76,Northeast,NJ,In-Store,80417,13,2205.4500000000003,customer10248@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,641,464,169.65
10250,2022-11-14,2023-07-02,42,West,AZ,Online,31141,3,497.7,customer10250@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1386,1156,165.9
10251,2023-06-01,2024-07-05,33,Northeast,CT,Online,41862,3,332.18,customer10251@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1187,787,110.73
10252,2022-03-07,2023-10-20,21,Northeast,NY,In-Store,29915,3,372.66,customer10252@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1638,1046,124.22
10253,2026-02-08,2026-08-31,51,Southeast,NC,Online,58680,2,325.71999999999997,customer10253@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,204,0,162.86
10258,2025-03-26,2026-08-31,43,Northeast,CT,In-Store,99051,7,1855.99,customer10258@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,523,0,265.14
10259,2025-03-01,2025-08-08,62,Southeast,GA,In-Store,88350,14,2400,customer10259@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,548,388,171.43
10260,2020-12-24,2021-06-24,64,West,WA,In-Store,111756,10,1760.36,NA,TRUE,NA,FALSE,FALSE,FALSE,FALSE,2076,1894,176.04
10262,2019-03-20,2021-08-25,60,Northeast,MA,Online,57005,6,766.64,customer10262@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2721,1832,127.77
10264,2021-02-20,2022-03-29,49,Northeast,MA,In-Store,51921,3,545.5,customer10264@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2018,1616,181.83
10265,2025-07-09,2025-09-07,59,Southeast,SC,In-Store,72440,6,798.6,customer10265@harborline.com,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,418,358,133.1
10271,2021-12-24,2022-01-08,38,Northeast,NY,In-Store,25993,4,397.25,customer10271@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1711,1696,99.31
10274,2026-02-11,2026-08-31,58,Southeast,NC,In-Store,58121,8,1905.6699999999998,customer10271@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,201,0,238.21
10276,2022-05-29,2022-11-14,28,Northeast,CT,In-Store,24976,3,265.27,customer10276@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1555,1386,88.42
10277,2025-06-10,2026-08-31,43,Midwest,MI,Online,59309,8,1288.1799999999998,customer10277@harborline.com,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,447,0,161.02
10278,2023-03-21,2023-06-02,32,Southeast,SC,In-Store,43406,3,400.33,customer10278@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1259,1186,133.44
10279,2022-01-16,2022-12-22,43,Midwest,MN,Online,55333,2,313.88,customer10279@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1688,1348,156.94
10283,2022-05-30,2023-09-07,43,Southeast,SC,Online,50890,4,651.73,customer10283@harborline.com,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1554,1089,162.93
10284,2024-07-01,2026-08-26,21,Northeast,CT,Online,31584,4,547.8199999999999,customer10284@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,791,5,136.95
10286,2020-11-25,2022-01-27,45,West,WA,Online,51519,3,591.21,customer10286@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2105,1677,197.07
10287,2022-04-17,2023-05-03,39,Northeast,NJ,Online,57657,6,660.6700000000001,customer10287@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1597,1216,110.11
10288,2021-05-30,2022-06-30,64,Northeast,PA,Online,93495,6,1081.86,customer10288@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1919,1523,180.31
10289,2025-01-29,2025-03-07,65,West,CA,Online,72398,6,NA,customer10289@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,579,542,NA
10291,2023-07-22,2025-08-12,18,Northeast,NJ,Online,19000,2,219.32000000000002,customer10291@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1136,384,109.66
10294,2025-10-20,2026-04-26,37,West,CO,Phone,50466,3,475.42999999999995,customer10294@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,315,127,158.48
10295,2023-12-30,2024-05-25,74,West,OR,Phone,65359,8,1794.57,customer10295@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,975,828,224.32
10298,2025-10-20,2026-08-31,30,West,WA,Online,62506,8,1157.98,customer10298@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,315,0,144.75
10300,2022-09-28,2025-01-16,36,Southeast,FL,Online,52937,6,871.8,customer10300@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1433,592,145.3
10301,2020-07-18,2021-02-01,52,Southeast,NC,Online,64815,4,620.37,customer10301@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2235,2037,155.09
10303,2023-09-28,2024-01-02,33,Midwest,IL,Online,32284,4,385.09,customer10303@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1068,972,96.27
10305,2019-04-19,2021-04-29,52,Northeast,NY,Phone,44585,11,1547.43,customer10305@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2691,1950,140.68
10307,2022-01-29,2022-02-14,51,Northeast,PA,In-Store,63266,4,588.93,customer10307@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1675,1659,147.23
10308,2024-09-02,2026-08-14,35,Midwest,MI,In-Store,73710,12,3067.79,customer10308@harborline.com,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,728,17,255.65
10310,2025-08-04,2026-08-31,64,Northeast,PA,Online,58732,7,1028.1899999999998,customer10310@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,392,0,146.88
10311,2025-01-10,2026-08-31,43,Southeast,SC,In-Store,104124,6,1146.23,customer10311@harborline.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,598,0,191.04
